,meanAnIndFloodDuration,cvAnIndFloodDuration,meanAnIndOverbankFloodDuration,returnPeriodIndBankfullQ,meanAnFloodDuration,cvFloodDuration,meanAnOverbankFloodDuration,meanAnOverbankFloodVolRelBankfull,bankfullQ,meanQ,YearEvent1,YearEvent2,YearEvent5,YearEvent10,YearEvent15,YearEvent20,meanAnDailyQ,medQ,specificMeanQ,specificMedQ,cvMeanQ,skewnessQ,meanQ01,meanQ02,meanQ03,meanQ04,meanQ05,meanQ06,meanQ07,meanQ08,meanQ09,meanQ10,meanQ11,meanQ12,cvQ01,cvQ02,cvQ03,cvQ04,cvQ05,cvQ06,cvQ07,cvQ08,cvQ09,cvQ10,cvQ11,cvQ12,seasonMeanQ1,seasonMeanQ2,seasonMeanQ3,seasonMeanQ4,seasonCvQ1,seasonCvQ2,seasonCvQ3,seasonCvQ4,specificAnMeanQ,CvAnQ,skewnwssAnQ,specificAnMedQ,medAnMinQ,exceedQ75.,exceedQ90.,exceedQ99.,specificMeanAnMin,medAnMaxQrelativeToMeanAnDailyQ,exceedQ1.,exceedQ10.,exceedQ25.,specificMeanAnMax,volHighQ1x,volHighQ3x,volHighQ7x,ARI1,ARI2,ARI3,ARI4,ARI5,ARI6,skewAnMaxQ,meanAnSpell75.Exceed,meanAnSpell90.Exceed,meanAnSpell99.Exceed,cvAnSpell75.Exceed,cvAnSpell90.Exceed,cvAnSpell99.Exceed,meanAnSpell25.Exceed,meanAnSpell10.Exceed,meanAnSpell1.Exceed,cvAnSpell25.Exceed,cvAnSpell10.Exceed,cvAnSpell1.Exceed,meanAnSpell3x,meanAnSpell7x,meanAnMinMov1,cvAnMinMov1,meanAnMinMov3,cvAnMinMov3,meanAnMinMov7,cvAnMinMov7,meanAnMinMov30,cvAnMinMov30,meanAnMinMov90,cvAnMinMov90,lowQDuration75,lowQDuration90,lowQDuration99,CVlowQDuration75,CVlowQDuration90,CVlowQDuration99,meanAnZeroFlowDays,meanAnMaxMov1,cvAnMaxMov1,meanAnMaxMov3,cvAnMaxMov3,meanAnMaxMov7,cvAnMaxMov7,meanAnMaxMov30,cvAnMaxMov30,meanAnMaxMov90,cvAnMaxMov90,highQduration25,highQduration10,highQduration01,cvHighQduration25,cvHighQduration10,cvHighQduration01,predictabilityMeanQ,constancyMeanQ,seasonalityMeanQ,perenniality,JDayAnMin,sdJDayAnMin,predictabilityMinQ,seasonalityMinQ,JDayAnMax,sdJDayAnMax,predictabilityMaxQ,seasonalityMaxQ,riseRate,cvRise,fallRate,cvFall,revPerYear,cvRev
cvAnMaxMov90,0.376150141,0.436250119,-0.347852435,0.375539452,0.231146505,0.022149955,-0.343109425,-0.016778197,-0.044106833,-0.121731884,-0.052865068,-0.039575879,-0.039745359,-0.039255642,-0.049682862,-0.04610489,-0.121599996,0.000173941,-0.55259495,-0.352911592,0.516608127,-0.1936498,-0.117532053,-0.144263511,-0.126566701,-0.073142127,0.00117693,0.034066661,0.043803437,0.036749081,0.04685895,0.047155016,0.054501207,-0.069829636,0.546320636,0.564740062,0.488215369,-0.239642871,0.226722741,-0.070582418,-0.03838918,0.040768907,-0.212126169,-0.019626036,0.014231836,0.343020593,0.063971169,0.05885916,-0.222644008,-0.293009477,0.580702614,0.304667432,-0.028526335,-0.003450178,-0.5527083,0.934743745,0.943760021,-0.592852971,-0.242061992,0.008200822,0.016362857,0.016898837,-0.337391568,0.200818641,-0.090877018,-0.173840091,-0.095226065,-0.411212287,-0.119839241,-0.119839241,-0.119839241,-0.11598013,-0.086396656,-0.051493737,-0.043911082,-0.037245946,-0.052918912,-0.403779727,0.005901029,0.085473442,0.134972759,0.231233071,0.001833777,-0.110192614,4.27E-16,-4.27E-16,5.02E-16,0.339768711,0.372460949,0.62841962,-0.238095066,0.173186615,0.021942545,0.160921959,0.022906593,0.395849313,0.023778826,0.428129479,0.02264119,0.123745868,0.024454154,-0.269053492,-0.064909975,-0.096059087,0.228767571,-0.100502597,-0.242889138,-0.006100988,0.141780578,-0.086860909,-0.181103487,-0.081288776,0.004927419,-0.09073773,0.329235475,-0.118889636,0.879593755,-0.121063147,1,0.156482081,0.462964271,0.205954569,0.263896554,0.185023062,0.004081963,0.048179818,0.434084904,-0.611771569,-0.228597099,0.073002034,0.084899782,0.33754718,-0.49067909,0.28244359,0.016244419,0.262960805,-0.710072337,-0.164923882,0.118225323,-0.110425538,-0.022312089,-0.269339844,0.264370513
highQduration25,0.785140115,0.226275027,-0.760679822,0.786987942,0.8064533,0.281411769,-0.760168498,0.683697905,0.721421088,0.682456794,0.718702983,0.723436696,0.718395006,0.710086138,0.701555586,0.704959381,0.682519732,0.604465117,-0.145046742,-0.2028088,-0.45268869,-0.540149399,0.684770521,0.670109202,0.677446789,0.681670211,0.658227496,0.594186278,0.538960378,0.531542195,0.532474446,0.630335774,0.720894628,0.722189717,-0.353172991,-0.443900516,-0.655866559,-0.567000835,-0.205848776,-0.433483693,-0.481858179,-0.317998406,-0.380306628,-0.188728537,-0.072027913,-0.283026278,-0.051648701,0.221325703,-0.181009921,-0.411809816,-0.352416272,-0.639749499,-0.412058543,-0.063421596,-0.145060819,0.074655463,0.099383545,-0.127611867,-0.161689656,0.510588449,0.48881567,0.480113075,-0.206201071,-0.670200778,0.701613382,0.647046721,0.662903089,-0.431568308,-0.692065708,-0.692065708,-0.692065708,0.682707505,0.702446508,0.716366112,0.719212381,0.714195704,0.704049299,-0.579497419,-0.504876928,-0.573210006,-0.547896431,0.209687894,0.392219978,0.334900377,4.79E-16,-4.79E-16,4.65E-16,-0.083027095,0.355371865,0.627890872,0.569289639,0.305792462,0.477588336,-0.012686061,0.475716091,0.189766519,0.475265324,0.093557666,0.484565469,-0.419524155,0.509405835,-0.344439786,0.672974477,0.543817284,0.351493427,0.604158072,0.52714806,0.527668053,-0.546566459,0.698589211,-0.601298995,0.705901167,-0.306237622,0.702576933,-0.103414297,0.686403119,0.059603457,0.684257054,0.156482081,1,0.591190931,0.782441301,0.098280932,0.402657257,0.026511355,0.054208228,-0.142269039,0.226871988,-0.185438701,0.202939425,-0.610575429,-0.381151411,0.149147402,0.171401422,-0.490730143,0.709666275,-0.445753776,0.657941531,-0.556727662,0.671007523,-0.50765601,-0.76481452,-0.043206778
highQduration10,0.654067548,0.090291969,-0.659804962,0.656772668,0.659247694,-0.137313793,-0.66008791,0.449022428,0.474793263,0.411601258,0.471983284,0.476478564,0.470846881,0.46907588,0.455025931,0.455859649,0.411669851,0.436178503,-0.533110004,-0.417118943,-0.034012853,-0.665618395,0.410444382,0.390118528,0.410773255,0.45555593,0.455146936,0.412423965,0.366492722,0.356749611,0.363945261,0.443749644,0.50268816,0.447582231,-0.111622907,-0.0559682,-0.197774785,-0.358738254,-0.024668062,-0.244794011,-0.241021505,-0.150212795,-0.258227043,-0.19491757,0.102155439,0.165226261,0.250632965,-0.0433638,-0.442982673,-0.625865347,-0.021306873,-0.200257571,-0.205191479,0.122143183,-0.533066046,0.521059444,0.356513654,-0.520940451,-0.384929638,0.359791164,0.34081734,0.334940235,-0.402145559,-0.311783349,0.446679382,0.352070677,0.419575074,-0.713245213,-0.618560629,-0.618560629,-0.618560629,0.406335482,0.441961382,0.466606488,0.465658231,0.459031358,0.448132842,-0.642884405,-0.030402403,-0.118891617,-0.110224429,-0.058736885,0.057395322,0.00820162,-2.11E-16,2.11E-16,-2.01E-16,0.025525378,0.644310375,0.679024203,0.321858574,0.514468427,0.328644415,-0.086083236,0.327022718,-0.028767583,0.327774213,0.084537392,0.338811156,-0.07426129,0.360258784,-0.285738532,0.300103767,0.182620853,0.19138534,0.16725625,0.029556325,0.220280873,-0.105591882,0.43157832,-0.565397927,0.444669961,-0.372993161,0.44279012,-0.110048689,0.4160929,0.258123247,0.412946389,0.462964271,0.591190931,1,0.697065514,-0.019132826,0.430251297,-0.154478088,0.409675181,0.393974357,-0.298149031,-0.44722506,0.010938935,-0.303812701,-0.046313618,-0.164776961,0.087664241,-0.507594565,0.810945157,-0.728713547,0.317951068,-0.351328106,0.379351887,-0.450736682,-0.646717443,0.264100667
highQduration01,0.824886069,-0.146787405,-0.816394387,0.827659587,0.873666394,-0.183276855,-0.819473777,0.594781582,0.58831445,0.507497609,0.583925344,0.59228616,0.581312445,0.590009474,0.572645408,0.575607851,0.507662718,0.65303463,-0.434565841,-0.36394256,-0.225858752,-0.562536407,0.502430138,0.465624586,0.504251817,0.599184042,0.65619952,0.646619819,0.608054898,0.609682916,0.610316878,0.678149251,0.697967604,0.584369036,-0.25428363,-0.251928297,-0.44775889,-0.227290435,-0.248426273,-0.336441833,-0.401769591,-0.307762811,-0.381773057,-0.327926018,-0.215237702,-0.375370192,0.069720244,0.118990861,-0.311267773,-0.462792193,-0.220739441,-0.331587706,-0.338817597,-0.206470984,-0.434510522,0.231657831,0.113173465,-0.425741277,-0.270221456,0.596637698,0.578745352,0.569523444,-0.355323493,-0.52445894,0.549608757,0.425992303,0.544222513,-0.624516908,-0.51992734,-0.51992734,-0.51992734,0.485753277,0.539675237,0.578367222,0.57926393,0.569791087,0.545116455,-0.464345232,-0.304041966,-0.363777615,-0.347510516,0.116010079,0.296669932,0.262577136,8.96E-17,-8.96E-17,8.56E-17,-0.059728835,0.446067676,0.554572943,0.43494813,0.39025095,0.567438331,-0.106436878,0.566666981,-0.013439902,0.568500396,-0.038872822,0.580245347,-0.324190426,0.600319785,-0.368561403,0.501708207,0.338837254,0.283509401,0.391073792,0.372363794,0.507321389,-0.347670086,0.532815714,-0.46597255,0.551111427,-0.263455078,0.549279899,-0.036523156,0.50707435,0.127250284,0.502868426,0.205954569,0.782441301,0.697065514,1,-0.042015191,0.262780002,-0.369765641,0.163786859,0.100763305,-0.049787295,-0.305979266,0.083903072,-0.45459,-0.101994039,-0.123874253,0.066158253,-0.386199379,0.638829491,-0.45308239,0.377625094,-0.407116004,0.463944776,-0.46791985,-0.732517087,0.06005796
cvHighQduration25,0.095563382,0.149538506,-0.098494665,0.096869219,0.0698937,0.150203023,-0.12026244,-0.064065306,-0.127175199,-0.150399574,-0.13115374,-0.124348126,-0.11893633,-0.103231522,-0.098923515,-0.099218582,-0.150332251,-0.018919593,0.234153181,0.28472514,-0.020506423,0.309527346,-0.153599622,-0.162153499,-0.151665073,-0.116722435,-0.030170427,0.029470717,0.070043458,0.07465929,0.074388233,-0.005837617,-0.091087672,-0.144869543,0.402663566,0.089231969,0.126577217,-0.481162166,-0.305925214,-0.501701941,-0.480477292,-0.413717302,-0.465762835,-0.36141593,-0.315068502,-0.103891824,-0.54948855,0.49218332,0.477726473,0.325848683,0.244075746,-0.219660255,-0.485483622,-0.365387765,0.234070381,0.065685737,0.167748617,0.197452266,0.417750194,0.047731756,0.060811419,0.054909314,0.277750401,-0.185117029,-0.145427304,-0.167415804,-0.135705918,0.284389923,0.04744352,0.04744352,0.04744352,-0.149070979,-0.136446735,-0.124291123,-0.111032487,-0.109840089,-0.11511584,-0.026282826,-0.506561146,-0.458846305,-0.43299792,0.764319849,0.578481963,0.40069924,-2.35E-16,2.35E-16,-2.53E-16,0.668761148,0.242220644,0.04447991,-0.352230844,-0.396956578,0.072198626,0.234504985,0.076473337,0.259585469,0.079760658,0.211964508,0.076225363,-0.371620487,0.06226052,-0.474526297,0.106980354,0.053784852,0.028419106,0.316162296,0.282569807,0.260860705,-0.430900983,-0.129442861,0.209197412,-0.130413675,0.433578297,-0.138364187,0.492232633,-0.151467692,0.449399196,-0.153769417,0.263896554,0.098280932,-0.019132826,-0.042015191,1,-0.165154654,-0.179074166,-0.572076541,-0.319330834,0.053412578,0.477752709,0.555965412,-0.018330308,-0.267459099,0.126977876,0.390023249,0.30466997,-0.180429199,-0.205875873,-0.140070543,0.235102451,-0.159123801,0.426267537,-0.122004183,-0.045171131
cvHighQduration10,0.339872675,0.377061389,-0.399327396,0.34250563,0.272112655,0.087699788,-0.399185441,0.188691582,0.242722187,0.221731944,0.243014574,0.241024529,0.237682968,0.22874639,0.228070185,0.225927803,0.221685453,-0.001602995,-0.461999506,-0.451260515,-0.194388755,-0.784265175,0.237015817,0.239815889,0.213989204,0.148314099,0.051273575,-0.024701458,-0.07616291,-0.087322088,-0.078647508,0.034186312,0.198301706,0.238419019,-0.400143921,-0.21864111,-0.323846184,-0.29813159,0.299775304,0.280368584,0.291440864,0.33009372,0.345136659,0.489931323,0.35816104,0.2088874,0.576108075,-0.443508473,-0.601513469,-0.509039457,-0.277432446,-0.23453867,0.29631189,0.462508815,-0.462018514,0.257464387,0.197233812,-0.426429323,-0.55478843,-0.080261937,-0.092276622,-0.0895438,-0.434589291,-0.078733595,0.233624728,0.224549985,0.155755808,-0.647477253,-0.69775537,-0.69775537,-0.69775537,0.247770581,0.248120867,0.244215377,0.244153442,0.243924514,0.241712195,-0.691593712,-0.053618294,0.055949452,0.127647209,-0.323719582,-0.32520165,-0.327370038,3.96E-16,-3.96E-16,4.26E-16,-0.360371163,0.2336371,0.489009073,0.580835979,0.542449354,-0.106158917,0.3411313,-0.108193991,0.439015144,-0.107302327,0.412826895,-0.097621261,0.265181972,-0.080435772,0.307302561,-0.107204311,-0.017830405,0.148083729,0.051061253,-0.235884153,-0.043096779,0.13663472,0.242888226,-0.770749277,0.239429245,-0.721114791,0.232743624,-0.527005607,0.233690933,-0.115560122,0.232627961,0.185023062,0.402657257,0.430251297,0.262780002,-0.165154654,1,0.564772683,0.382263918,0.247549034,-0.103225525,-0.598307713,-0.225940781,-0.335763227,-0.084439305,-0.06665848,-0.237895592,-0.580407436,0.552159413,-0.349730266,0.339230109,-0.585027539,0.268464332,-0.704574524,-0.245410944,0.213007762
cvHighQduration01,-0.033509145,0.571731097,0.060000916,-0.036752222,-0.177576284,0.392550697,0.06778347,-0.137542583,-0.03057375,0.019644134,-0.029159717,-0.033700289,-0.037921445,-0.065778596,-0.067062848,-0.062833857,0.019506925,-0.347676464,-0.042343283,-0.146131515,-0.156205659,-0.267860696,0.041641641,0.067961335,0.010395106,-0.139233379,-0.281791361,-0.371540927,-0.411467828,-0.434855458,-0.427304801,-0.321266291,-0.11508214,0.011341478,-0.284698372,-0.179058587,-0.152629854,-0.165086068,0.452469602,0.480066436,0.575470229,0.473479281,0.550707225,0.685902985,0.459936503,0.278504597,0.505462891,-0.545499152,-0.31216591,-0.082399863,-0.243125966,-0.097236123,0.477869328,0.53873941,-0.042473558,-0.027576209,0.195204728,-0.010205145,-0.326694595,-0.433376609,-0.440628113,-0.433779124,-0.149893712,0.144763024,-0.010126181,0.091729192,-0.054773929,-0.099260449,-0.289879099,-0.289879099,-0.289879099,0.049672755,2.89E-05,-0.029998445,-0.028784242,-0.024010702,-0.011821097,-0.256747722,0.057006469,0.278476447,0.333290584,-0.370465445,-0.518217863,-0.47114617,-1.10E-15,1.10E-15,-1.08E-15,-0.489338425,-0.406006655,0.236826585,0.386237886,0.222095105,-0.448386612,0.281893934,-0.451931654,0.530500333,-0.4555929,0.512268483,-0.45595781,0.519350789,-0.442487053,0.558088291,-0.110576385,0.152386626,0.311964864,-0.024666444,-0.253044634,-0.325908924,0.338449561,-0.001530443,-0.434689129,-0.015886664,-0.508672296,-0.014985864,-0.534409357,0.02723233,-0.28034461,0.03325054,0.004081963,0.026511355,-0.154478088,-0.369765641,-0.179074166,0.564772683,1,0.179535169,-0.018851858,0.152904438,-0.31785528,-0.416740297,-0.102392975,-0.092061358,0.114274461,-0.373804665,-0.42468314,0.05084594,0.138140311,0.204928261,-0.462503847,0.081855429,-0.360741138,0.017469192,0.245451007
predictabilityMeanQ,0.077916543,-0.011519154,-0.113624175,0.078796184,0.105624323,-0.066903093,-0.100163286,0.328875457,0.317515172,0.303236821,0.317713608,0.317698605,0.31968607,0.331048948,0.339985549,0.335797009,0.30311711,0.098291297,-0.48008469,-0.601280568,0.384637076,-0.497193548,0.309895666,0.323105355,0.304833396,0.246088228,0.126725778,0.06708642,0.03729803,0.031069849,0.038824389,0.101986337,0.158859069,0.252169058,-0.083083999,0.240757032,0.095104383,0.440360706,0.338228083,0.383869398,0.386831002,0.284385798,0.347985462,0.314206989,0.613983116,0.54443109,0.665959892,-0.477019697,-0.716966107,-0.733344782,0.143299389,0.419425644,0.366894864,0.603633855,-0.479991209,0.315855105,0.066417539,-0.447268365,-0.631191302,0.056287809,0.048979758,0.053685257,-0.581529071,0.389967732,0.318851325,0.303443999,0.220124756,-0.407519805,-0.095962977,-0.095962977,-0.095962977,0.33934133,0.340766675,0.327542651,0.326970705,0.337681375,0.344527692,-0.213686363,0.35478115,0.373542869,0.360591768,-0.599491076,-0.485524049,-0.344558271,-4.59E-15,4.59E-15,-4.59E-15,-0.604335771,0.007914018,0.063615595,0.300552617,0.69070351,0.037295033,-0.249875923,0.035202757,-0.253940257,0.03541124,-0.16354035,0.043419382,0.327728265,0.055438369,0.363433182,-0.081662131,-0.022660085,0.021670991,-0.243817349,-0.346340893,-0.071426617,0.360316535,0.343757836,-0.342447796,0.333527663,-0.478426034,0.322362791,-0.363267436,0.318237832,-0.169746908,0.312485585,0.048179818,0.054208228,0.409675181,0.163786859,-0.572076541,0.382263918,0.179535169,1,0.805948785,-0.470574665,-0.744102554,-0.509360486,0.011214088,0.499537718,-0.429525169,-0.21081138,-0.466504584,0.524477947,-0.231885478,0.39240436,-0.096874069,0.376430135,-0.367534603,-0.034289399,0.078348099
constancyMeanQ,0.03354506,-0.008844553,-0.108508542,0.035813624,0.032031146,-0.181619875,-0.099584239,0.041492558,-0.008021727,-0.044050186,-0.0104978,-0.006295231,-0.001701287,0.014833666,0.022304427,0.018512102,-0.044108761,-0.111875208,-0.674026928,-0.719061142,0.782577859,-0.344068974,-0.041094947,-0.037380094,-0.040659965,-0.051764942,-0.101093718,-0.112920018,-0.11657319,-0.115366301,-0.109362124,-0.099057366,-0.099969056,-0.08124298,0.400821985,0.691022115,0.53769452,0.483813041,0.373601615,0.400577767,0.370404731,0.332082131,0.289304775,0.291022105,0.493866672,0.720407689,0.516226125,-0.284546077,-0.6849505,-0.740663118,0.611481633,0.716915567,0.39280838,0.454809683,-0.673987879,0.704844719,0.365572462,-0.680955624,-0.653305474,-0.107837702,-0.103750153,-0.101152233,-0.694642706,0.662147319,-0.020054498,-0.060428978,-0.093196293,-0.375864348,0.136055944,0.136055944,0.136055944,-0.011231833,0.001162958,0.000904537,0.003289469,0.016626225,0.019312067,-0.206190068,0.382593376,0.419622554,0.439296431,-0.378429888,-0.424673907,-0.394046345,3.47E-15,-3.47E-15,3.49E-15,-0.20349567,0.257990021,0.044200612,-0.015654183,0.666546462,-0.106112273,-0.117244893,-0.106048098,-0.157872088,-0.104618786,-0.054611857,-0.100610921,0.3607722,-0.098747359,0.263202516,-0.323463532,-0.315836749,-0.080702522,-0.46770068,-0.594846676,-0.195331734,0.445114249,0.00525758,-0.148977143,-0.002700949,-0.248781389,-0.016183181,-0.050619365,-0.031535574,0.299452378,-0.037872857,0.434084904,-0.142269039,0.393974357,0.100763305,-0.319330834,0.247549034,-0.018851858,0.805948785,1,-0.900851815,-0.71588309,-0.384406914,0.232838316,0.805103491,-0.804297199,-0.082953055,-0.180367093,0.3199428,-0.438683438,0.00988225,0.262858762,0.021329239,-0.094580994,0.103259004,0.218163271
seasonalityMeanQ,-0.007895994,0.002388015,0.093748157,-0.010722583,0.014416476,0.219391809,0.090344796,0.162743405,0.227152164,0.270081033,0.230972258,0.224739019,0.219259446,0.203199196,0.198664446,0.201252211,0.270081046,0.226270607,0.668142584,0.660477904,-0.877462955,0.168947892,0.270460437,0.274541052,0.266296927,0.240945892,0.228732332,0.204940899,0.189996906,0.183723304,0.180658293,0.209481709,0.249619401,0.287812642,-0.654192583,-0.846694743,-0.712431816,-0.386764012,-0.3078697,-0.312148876,-0.263345068,-0.285316129,-0.178358032,-0.208060365,-0.290935648,-0.674690979,-0.289610015,0.072762029,0.516351161,0.590174329,-0.802572701,-0.746235029,-0.31282501,-0.239384817,0.668155861,-0.820119691,-0.494219142,0.701674222,0.534539247,0.191843764,0.180909076,0.181233486,0.6394523,-0.693647627,0.24591035,0.294423687,0.283722106,0.272367046,-0.262522907,-0.262522907,-0.262522907,0.247518488,0.230233477,0.221135461,0.216892241,0.205210633,0.206257548,0.159331801,-0.297070328,-0.337254053,-0.376900266,0.113632573,0.264937797,0.325069943,1.19E-15,-1.19E-15,1.19E-15,-0.132363945,-0.384770089,-0.026826778,0.211218739,-0.516062661,0.176175376,-0.015031161,0.174529196,0.040325237,0.172496523,-0.044892416,0.172117462,-0.290639494,0.177693385,-0.129146526,0.405252137,0.440362033,0.123698445,0.496910686,0.620885377,0.225825593,-0.385820997,0.226288612,-0.008358339,0.230652617,0.040699555,0.242581291,-0.17445991,0.26230714,-0.564698824,0.267565526,-0.611771569,0.226871988,-0.298149031,-0.049787295,0.053412578,-0.103225525,0.152904438,-0.470574665,-0.900851815,1,0.543142836,0.194798642,-0.330303095,-0.837860309,0.900069624,-0.024358595,-0.05560359,-0.110397598,0.492274344,0.253397775,-0.446436953,0.22667386,-0.118209127,-0.157461755,-0.280568242
perenniality,-0.261606696,-0.064133078,0.319967612,-0.26398217,-0.218893857,0.196244089,0.306545969,-0.098908032,-0.158016301,-0.147408983,-0.158251629,-0.156872452,-0.149468647,-0.141427674,-0.136574673,-0.131466531,-0.147353171,0.060250967,0.809842382,0.924344268,-0.296290084,0.785135377,-0.160294985,-0.162464358,-0.143297671,-0.092079408,0.013069525,0.096222039,0.154816294,0.161552144,0.157189498,0.03481573,-0.121967851,-0.161322879,0.163231461,-0.211591508,0.003963507,-0.19870562,-0.442357855,-0.545964228,-0.494527273,-0.561622979,-0.562807399,-0.588874214,-0.520597536,-0.446912001,-0.831625704,0.562993101,0.996423234,0.865985486,-0.065421632,-0.274557681,-0.551542072,-0.576401774,0.809848442,-0.47742091,-0.230655148,0.780527992,0.979216064,0.154332079,0.170250711,0.172974803,0.917869151,-0.391820234,-0.157727541,-0.152097269,-0.104306372,0.690330534,0.300980176,0.300980176,0.300980176,-0.166893297,-0.163957565,-0.157283817,-0.152396784,-0.152475651,-0.15489425,0.413953626,-0.21672427,-0.314776021,-0.381938663,0.562670087,0.543929991,0.533674271,4.23E-17,-4.23E-17,2.67E-17,0.589568255,-0.111184582,-0.263885541,-0.602289113,-0.936590351,0.186333882,-0.18044484,0.188832389,-0.206742619,0.188326375,-0.236487309,0.176508368,-0.452234045,0.155188302,-0.48571995,0.196603799,0.160991797,-0.072588539,0.245850334,0.452647055,0.240035222,-0.392128981,-0.158223458,0.659055494,-0.156497877,0.80341208,-0.154173077,0.625543266,-0.156913662,0.116045408,-0.156524675,-0.228597099,-0.185438701,-0.44722506,-0.305979266,0.477752709,-0.598307713,-0.31785528,-0.744102554,-0.71588309,0.543142836,1,0.533700711,0.086405232,-0.53233737,0.641673578,0.34909295,0.519819444,-0.535100625,0.321579195,-0.196086876,0.36493039,-0.186043298,0.583066568,0.164842849,-0.335570089
JDayAnMin,0.045159285,-0.084056064,-0.063119191,0.047634213,0.140516292,0.127482145,-0.068448049,0.255462956,0.162785271,0.130941982,0.160565525,0.165791649,0.174816172,0.196560755,0.203131553,0.203621732,0.131049082,0.36142434,0.382863323,0.331275993,-0.15571225,0.286654468,0.112181773,0.100220951,0.139496045,0.230267617,0.336473982,0.405061965,0.441909616,0.455737122,0.444960988,0.345657314,0.172296325,0.110828882,0.233814717,-0.005171064,-0.138876003,-0.403475078,-0.599878378,-0.786350294,-0.823120186,-0.649822148,-0.676568547,-0.567380216,-0.489190278,-0.257766017,-0.781012818,0.806016082,0.526171675,0.228864457,0.1309776,-0.38141658,-0.760587618,-0.569717242,0.382824784,-0.097195767,-0.117319242,0.349284244,0.486119446,0.437957941,0.446426795,0.441684661,0.309502059,-0.326809377,0.146502885,0.086330191,0.16144518,0.349024147,0.024293753,0.024293753,0.024293753,0.124392888,0.15298391,0.169469847,0.173794207,0.174461374,0.167131055,0.094286536,-0.515360517,-0.735228703,-0.787564477,0.768980059,0.874320673,0.764361326,3.58E-16,-3.58E-16,3.58E-16,0.6625865,0.403873914,-0.109700039,-0.305219801,-0.421660029,0.456202261,0.038949515,0.459263837,-0.108246973,0.461366801,-0.203264022,0.458751077,-0.82566195,0.445660249,-0.727511794,0.374702383,0.095254754,-0.276909433,0.560433832,0.511066042,0.516888883,-0.790691834,0.158528281,0.221144891,0.162490417,0.478557935,0.154307177,0.569022413,0.126485758,0.362013968,0.121279319,0.073002034,0.202939425,0.010938935,0.083903072,0.555965412,-0.225940781,-0.416740297,-0.509360486,-0.384406914,0.194798642,0.533700711,1,-0.216280239,-0.331021864,0.224779643,0.661756859,0.381448847,-0.072777641,-0.121283782,0.066906337,0.204570502,0.095042787,0.341851431,-0.140030472,-0.154365045
sdJDayAnMin,-0.582677403,0.084149887,0.609542596,-0.585923721,-0.615094078,-0.206467967,0.599512371,-0.307583352,-0.350459894,-0.314984689,-0.348460688,-0.352652162,-0.344403315,-0.342915864,-0.332636355,-0.329424467,-0.31503783,-0.254348127,0.03075075,0.001771931,0.510408675,0.465933891,-0.31911488,-0.306141711,-0.311741259,-0.320147057,-0.293753868,-0.238008793,-0.183117631,-0.183594955,-0.182197445,-0.288923013,-0.376577922,-0.353548079,0.52940282,0.450696488,0.634314454,0.368558116,0.405526266,0.334387169,0.330482518,0.16745951,0.152303561,0.096680703,0.272780003,0.419460161,0.027527727,-0.115418512,0.125681262,0.140041469,0.488449035,0.577145927,0.30683681,0.20483384,0.030732066,0.125520072,0.145132976,0.006263879,0.10356346,-0.164191224,-0.143413532,-0.145856448,0.013570091,0.475787956,-0.335361688,-0.286504548,-0.309966891,0.336513337,0.689006216,0.689006216,0.689006216,-0.324401994,-0.340852971,-0.347040153,-0.342098083,-0.338086822,-0.332919782,0.506803866,0.586550866,0.62494444,0.547746709,0.043338385,-0.212589672,-0.051925887,1.42E-17,-1.42E-17,2.13E-17,0.140750414,-0.305149713,-0.345325982,-0.311540269,-0.058439279,-0.133149426,-0.084427329,-0.131150981,-0.234713979,-0.130879256,-0.116588911,-0.141917742,0.3360516,-0.167058079,0.219702837,-0.348799585,-0.205791546,-0.021591523,-0.499695898,-0.380431546,-0.211831131,0.53419098,-0.33294341,0.567200307,-0.339621978,0.323140261,-0.333988418,0.180933893,-0.318938908,0.149600046,-0.317408273,0.084899782,-0.610575429,-0.303812701,-0.45459,-0.018330308,-0.335763227,-0.102392975,0.011214088,0.232838316,-0.330303095,0.086405232,-0.216280239,1,0.46112259,-0.337308631,-0.284681647,0.085785578,-0.348637723,0.026967765,-0.293542635,0.61889388,-0.313815316,0.556537172,0.503972664,0.198167975
